model,crime_cat,n_cells,spearman_global,kendall_global,recall5,recall10,ndcg,pai10,pei10,nmae,smape,log_rmse,intra_spearman,intra_recall10,intra_ndcg,intra_pai,intra_n_districts,macro_intra_spearman,min_intra_spearman,macro_intra_recall10,min_intra_recall10,macro_intra_pai,min_intra_pai,macro_recall10,min_recall10,macro_ndcg,min_ndcg
M7b_historial_esp,estafa,3762.0,0.8220968521912209,0.7208209582704184,0.36694841154182456,0.5954532206353833,0.907940429530798,5.954532206353833,0.8301503453880538,0.575391257702297,1.6152321147918667,0.37010358066236015,0.4867262389631322,0.3319829743439966,0.8403478084120124,3.319829743439966,39.0,,,,,,,,,,
M7b_historial_esp,violencia_familiar_sexual,4212.0,0.9147426290769449,0.7907084192050297,0.32695811608319486,0.5122443132985733,0.9045596667521865,5.122443132985733,0.7924304201382734,0.5374923835207491,1.365564189689615,0.6336551941881725,0.580635847113496,0.3778300340152984,0.9020328587403549,3.7783003401529838,41.0,,,,,,,,,,
M7b_historial_esp,secuestro,3353.0,0.4032748670944393,0.36843376624535956,0.463855421686747,0.6987951807228916,0.6774988039792049,6.9879518072289155,0.6987951807228916,1.184127463097802,1.9681323720127601,0.20613728555083347,0.2369653757700788,0.26982598426012744,0.5510384431413131,2.6982598426012747,34.0,,,,,,,,,,
M7b_historial_esp,__macro__,,,,,,,,,,,,,,,,,0.45440244818888925,0.2369653757700788,0.3272241703313869,0.26982598426012744,3.272241703313869,2.6982598426012747,0.5680388642729719,0.48456865873113264,0.8389948546638053,0.6774988039792049
M0_prior_uniform,robo_hurto_callejero,5948.0,,,0.0005604341550346341,0.0005684979558264993,0.7004967813831443,0.005684979558264992,0.0010551285984749274,,1.7197173548180913,,,0.0925779910607944,0.6415866620398779,0.9257799106079438,41.0,,,,,,,,,,
M0_prior_uniform,extorsion,3907.0,,,0.000243842965130456,0.001706900755913192,0.6484865579413731,0.01706900755913192,0.002692307692307692,,1.8762237003081155,,,0.114297926040516,0.6059861006834731,1.14297926040516,40.0,,,,,,,,,,
M0_prior_uniform,estafa,4370.0,,,0.0001807337791433219,0.0001807337791433219,0.6538375006159849,0.0018073377914332189,0.0002947244326554671,,1.9829594098597312,,,0.10800592995070576,0.6269190318692384,1.0800592995070575,39.0,,,,,,,,,,
M0_prior_uniform,violencia_familiar_sexual,5688.0,,,0.0018318986743356906,0.0022389872686325108,0.7053424851227535,0.022389872686325106,0.0041664121204716235,,1.7861718990712678,,,0.10428250073505195,0.6591381561425177,1.0428250073505192,41.0,,,,,,,,,,
M0_prior_uniform,secuestro,3365.0,,,0.0,0.0,0.4483869413328608,0.0,0.0,,1.91719427524222,,,0.11582986730045554,0.4657958152709484,1.1582986730045555,34.0,,,,,,,,,,
M0_prior_uniform,__macro__,,,,,,,,,,,,,,,,,,,0.10699884301750473,0.0925779910607944,1.0699884301750473,0.9257799106079438,0.0009390239519031047,0.0,0.6313100532792233,0.4483869413328608
prior_population_ref,robo_hurto_callejero,5948.0,,,6.0478505938989284e-05,0.0009878155970034915,0.7020479179313814,0.009878155970034915,0.0018333794796195548,,1.732698187837863,,0.3598357663011787,0.22634666047503477,0.7411822585080441,2.2634666047503478,41.0,,,,,,,,,,
prior_population_ref,extorsion,3907.0,,,0.000243842965130456,0.000975371860521824,0.6533817673266238,0.00975371860521824,0.0015384615384615385,,1.8561516747042297,,0.3550486875417003,0.22094654776769196,0.7067378007728016,2.209465477676919,40.0,,,,,,,,,,
prior_population_ref,estafa,4370.0,,,0.0003614675582866438,0.0003614675582866438,0.6549620570210775,0.0036146755828664378,0.0005894488653109342,,1.982495629504585,,0.33949985268267124,0.2433425614354439,0.7383679604978889,2.4334256143544395,39.0,,,,,,,,,,
prior_population_ref,violencia_familiar_sexual,5688.0,,,0.0,0.00026920374784144554,0.7066571594392068,0.002692037478414455,0.0005009469118455617,,1.7844722224969656,,0.3230312133591826,0.21107839350687094,0.7462792317958149,2.1107839350687088,41.0,,,,,,,,,,
prior_population_ref,secuestro,3365.0,,,0.0,0.0,0.4538803850422873,0.0,0.0,,1.873525106283806,,0.13864693546677823,0.29564526568203037,0.5274287956000556,2.9564526568203036,34.0,,,,,,,,,,
prior_population_ref,__macro__,,,,,,,,,,,,,,,,,0.30321249107030224,0.13864693546677823,0.23947188577341438,0.21107839350687094,2.3947188577341434,2.1107839350687088,0.0005187717527306809,0.0,0.6341858573521153,0.4538803850422873
prior_osm_ref,robo_hurto_callejero,5948.0,,,6.0478505938989284e-05,0.0007821886768109281,0.7077882437103085,0.007821886768109281,0.001451737220596709,,1.710470063777835,,0.43716959602696276,0.25232285464544346,0.790698957585298,2.5232285464544346,41.0,,,,,,,,,,
prior_osm_ref,extorsion,3907.0,,,0.0,0.000487685930260912,0.6547483073874122,0.00487685930260912,0.0007692307692307692,,1.8282799506311032,,0.3674134533654,0.2369665530200022,0.7426680106079124,2.369665530200022,40.0,,,,,,,,,,
prior_osm_ref,estafa,4370.0,,,0.0001807337791433219,0.0003614675582866438,0.6563179101929858,0.0036146755828664378,0.0005894488653109342,,1.9804545642960745,,0.34231867422613416,0.25288929202092986,0.7564036565166649,2.5288929202092985,39.0,,,,,,,,,,
prior_osm_ref,violencia_familiar_sexual,5688.0,,,5.25275605544284e-05,0.0020223110813454934,0.7091341230424457,0.020223110813454934,0.0037632109475227568,,1.7561808476809124,,0.3751203367796016,0.24093626822445857,0.7833879541903807,2.409362682244586,41.0,,,,,,,,,,
prior_osm_ref,secuestro,3365.0,,,0.0,0.0,0.45618835946516856,0.0,0.0,,1.8554577867227238,,0.23018023535267185,0.2888404455662241,0.5589366526952209,2.888404455662241,34.0,,,,,,,,,,
prior_osm_ref,__macro__,,,,,,,,,,,,,,,,,0.3504404591501541,0.23018023535267185,0.2543910826954116,0.2369665530200022,2.5439108269541166,2.369665530200022,0.0007307306493407955,0.0,0.6368353887596643,0.45618835946516856
prior_historical_ref,robo_hurto_callejero,5948.0,,,0.0006773592665166799,0.0010644217045262113,0.7038432337420033,0.010644217045262113,0.0019755599290594388,,1.5525872990945793,,0.4382091149637014,0.2777933234480244,0.810529938717277,2.777933234480244,41.0,,,,,,,,,,
prior_historical_ref,extorsion,3907.0,,,0.000243842965130456,0.001463057790782736,0.6536900067304289,0.014630577907827359,0.0023076923076923075,,1.7832408242536686,,0.37138109552466225,0.22134190818008745,0.7635456913332679,2.2134190818008745,40.0,,,,,,,,,,
prior_historical_ref,estafa,4370.0,,,0.0,0.0007229351165732876,0.6559047941796781,0.0072293511657328755,0.0011788977306218685,,1.9563548229470205,,0.3883039531125166,0.25658978764774715,0.7974556516594813,2.5658978764774716,39.0,,,,,,,,,,
prior_historical_ref,violencia_familiar_sexual,5688.0,,,0.0005252756055442841,0.0022586851038404214,0.7115829365577405,0.022586851038404212,0.004203066772557884,,1.6128897230092032,,0.46799779084546167,0.2738163316695254,0.8289690235675661,2.7381633166952537,41.0,,,,,,,,,,
prior_historical_ref,secuestro,3365.0,,,0.0,0.0,0.42744768540743405,0.0,0.0,,1.955080080205721,,0.11012189153257683,0.15217954383179294,0.4996867108647443,1.5217954383179297,34.0,,,,,,,,,,
prior_historical_ref,__macro__,,,,,,,,,,,,,,,,,0.3552027691957837,0.11012189153257683,0.23634417895543547,0.15217954383179294,2.363441789554355,1.5217954383179297,0.0011018199431445312,0.0,0.630493731323457,0.42744768540743405
M5_historial,robo_hurto_callejero,5948.0,0.8697997346412736,0.7206756862647203,0.20710662763787083,0.33457112675488465,0.8742241183206626,3.3457112675488463,0.6209618881563685,0.7061671948456185,0.921779630618,1.128869064018693,0.4623966398727641,0.3181902030916984,0.8416841341973809,3.181902030916984,41.0,,,,,,,,,,
M5_historial,extorsion,3907.0,0.8434769596049111,0.7664985993506711,0.2640819312362838,0.4442818824676908,0.892551709436905,4.442818824676908,0.7007692307692307,0.6856864179468422,0.9329367511606216,0.4168876437142512,0.3693189782475323,0.22967524151342084,0.7713642608694086,2.2967524151342085,40.0,,,,,,,,,,
M5_historial,estafa,4370.0,0.8855787357290863,0.779500509354922,0.2575456352792337,0.4181275980480752,0.8632406898613991,4.181275980480752,0.6818449749484232,0.6770287366708837,0.8797332992648973,0.557446496472658,0.3923899082483824,0.2803681525615702,0.8200545980027345,2.803681525615702,39.0,,,,,,,,,,
M5_historial,violencia_familiar_sexual,5688.0,0.8700027829532134,0.7229291224403472,0.2244962278645577,0.3670888569346229,0.8938417121997833,3.670888569346229,0.6830960962795529,0.6395099178600271,0.7869660544682514,1.042413533859284,0.48754928552447085,0.3105569402491024,0.8554150175714637,3.1055694024910236,41.0,,,,,,,,,,
M5_historial,secuestro,3365.0,0.25974001582414674,0.2552390469866392,0.3081395348837209,0.38953488372093026,0.593734081334505,3.8953488372093026,0.38953488372093026,1.5319767441860466,1.7480801902820253,0.2858558074503472,0.11012189153257683,0.15217954383179294,0.5010538079061989,1.5217954383179297,34.0,,,,,,,,,,
M5_historial,__macro__,,,,,,,,,,,,,,,,,0.36435534068514525,0.11012189153257683,0.258194016249517,0.15217954383179294,2.58194016249517,1.5217954383179297,0.39072086958524077,0.33457112675488465,0.8235184622306511,0.593734081334505
M6_stgnn_ref,robo_hurto_callejero,5948.0,0.8522213006265265,0.6675417382574245,0.16719887751892978,0.31460515599422634,0.8678931639731879,3.146051559942263,0.5839051731234052,0.7394353480305575,1.313180563226949,0.998656396423654,0.42270778724128266,0.31307301629658,0.8253437972965953,3.1307301629658,41.0,,,,,,,,,,
M6_stgnn_ref,extorsion,3907.0,,,0.005852231163130944,0.0060960741282614,0.6257755583234476,0.060960741282613994,0.009615384615384614,1.0,2.0,0.7933717499049899,,0.114297926040516,0.6092080522214801,1.14297926040516,40.0,,,,,,,,,,
M6_stgnn_ref,estafa,4370.0,,,0.16157599855412977,0.2851075365985903,0.7459294201474288,2.8510753659859027,0.4649277925139994,1.0,2.0,1.1659920364081398,,0.1056020837968596,0.6256014822655377,1.056020837968596,39.0,,,,,,,,,,
M6_stgnn_ref,violencia_familiar_sexual,5688.0,0.8383180250593897,0.6492149119638659,0.1683048699614579,0.2921451599135922,0.8461515022040644,2.9214515991359216,0.5436373633086933,0.7406024282562019,1.2703350604565797,1.0023846314203297,0.38082721550993015,0.26512963411267104,0.8032282030487892,2.6512963411267103,41.0,,,,,,,,,,
M6_stgnn_ref,secuestro,3365.0,,,0.0029069767441860465,0.0029069767441860465,0.4323553146193099,0.029069767441860465,0.0029069767441860465,1.0,2.0,0.24278715890373237,,0.11582986730045554,0.46716291231240303,1.1582986730045555,34.0,,,,,,,,,,
M6_stgnn_ref,__macro__,,,,,,,,,,,,,,,,,0.4017675013756064,0.38082721550993015,0.18278650550941647,0.1056020837968596,1.8278650550941642,1.056020837968596,0.1801721806757713,0.0029069767441860465,0.7036209918534877,0.4323553146193099
