model,split,fold,crime_cat,n_cells,spearman_global,kendall_global,recall5,recall10,ndcg,pai10,pei10,nmae,smape,log_rmse,intra_spearman,intra_recall10,intra_ndcg,intra_pai,intra_n_districts,macro_intra_spearman,min_intra_spearman,macro_intra_recall10,min_intra_recall10,macro_intra_ndcg,min_intra_ndcg,macro_intra_pai,min_intra_pai
M2_osm,buffered_spatial_cv,0,extorsion,9695.0,0.3609570830511149,0.32557759588903723,0.2556213017751479,0.45680473372781066,0.6960446567866029,4.568047337278107,0.45680473372781066,3.367992921165178,1.9215411688774497,0.274070955962488,0.22460476147941955,0.1963657648201665,0.686200384354111,1.963657648201665,7.0,,,,,,,,
M2_osm,buffered_spatial_cv,0,estafa,9717.0,0.41012632047793496,0.3459241528082292,0.46899841017488075,0.6271860095389508,0.8110874117624345,6.271860095389507,0.6271860095389508,65.32388256069183,1.9732044067662116,1.8797203354572405,0.3589987479021252,0.19930578557341214,0.7380628358806073,1.993057855734121,7.0,,,,,,,,
M2_osm,buffered_spatial_cv,0,violencia_familiar_sexual,9966.0,0.732704472064497,0.6289837324401946,0.334628250782346,0.6066148699687062,0.8062579718902864,6.066148699687061,0.7902024177677818,12.52120849741834,1.9069573857323643,2.271638499163216,0.4841698070834077,0.18471354498673498,0.7446417909379159,1.8471354498673498,8.0,,,,,,,,
M2_osm,buffered_spatial_cv,0,secuestro,9684.0,0.06604085836702535,0.06055105070203087,0.26605504587155965,0.4954128440366973,0.3773126558792316,4.954128440366972,0.4954128440366972,12.908556373800776,1.9950537501981118,0.16141959712392098,0.0263568248773515,0.18558673469387754,0.3342260288962516,1.8558673469387752,7.0,,,,,,,,
M2_osm,buffered_spatial_cv,0,__macro__,,,,,,,,,,,,,,,,,0.3037211823260172,0.0263568248773515,0.2139352996322907,0.18471354498673498,0.6570551188212237,0.3342260288962516,2.1393529963229065,1.8471354498673498
M4_temporal,buffered_spatial_cv,0,robo_hurto_callejero,10057.0,0.765958645839307,0.674326179260072,0.3898272552783109,0.6489443378119002,0.9044263310381363,6.4894433781190015,0.8481655691439323,6.590188769666681,1.8394855064468303,1.4931711480194167,0.41000351413426683,0.22554931125918629,0.7796580257867949,2.2554931125918625,8.0,,,,,,,,
M4_temporal,buffered_spatial_cv,0,extorsion,9695.0,0.3380720209549742,0.2925275398552659,0.23550295857988165,0.49940828402366866,0.7160874687944448,4.994082840236686,0.4994082840236686,4.05285040218303,1.9301775290016625,0.33594691149193945,0.11384160565156676,0.14127019748326322,0.6425829792004077,1.4127019748326322,7.0,,,,,,,,
M4_temporal,buffered_spatial_cv,0,estafa,9717.0,0.3555602972236257,0.2996349434730856,0.4332273449920509,0.6033386327503975,0.7934324519196926,6.033386327503974,0.6033386327503975,93.05360815544356,1.974980357818829,2.036247531426402,0.2708820372339771,0.18363307283087754,0.7374256765372101,1.8363307283087755,7.0,,,,,,,,
M4_temporal,buffered_spatial_cv,0,violencia_familiar_sexual,9966.0,0.716644010099318,0.6017248961517324,0.3822704219272688,0.6271716844717816,0.8482498972758824,6.271716844717816,0.8169806016305876,16.252488885632214,1.9248198769296458,2.4359590579176653,0.435987855094163,0.20138157998110734,0.7829579802291775,2.0138157998110735,8.0,,,,,,,,
M4_temporal,buffered_spatial_cv,0,secuestro,9684.0,0.06594180748039505,0.05840930968068208,0.30275229357798167,0.46788990825688076,0.39767052850381907,4.678899082568807,0.4678899082568807,12.681466592325512,1.9945404035320873,0.16144225083098365,0.071637999758182,0.1838860544217687,0.3976536877007062,1.8388605442176869,7.0,,,,,,,,
M4_temporal,buffered_spatial_cv,0,__macro__,,,,,,,,,,,,,,,,,0.2604706023744311,0.071637999758182,0.1871440431952406,0.14127019748326322,0.6680556698908593,0.3976536877007062,1.871440431952406,1.4127019748326322
M2_osm,buffered_spatial_cv,1,robo_hurto_callejero,8513.0,0.4623637583721182,0.384692662145696,0.20822692448011676,0.36692812842028455,0.7692083225622202,3.6692812842028455,0.5604234868008637,4.025742546015993,1.7544242751174925,1.270830885317848,0.3420607832265079,0.19250235726314785,0.7462126206634717,1.925023572631478,11.0,,,,,,,,
M2_osm,buffered_spatial_cv,1,extorsion,7881.0,0.12756736729250542,0.10448739398335993,0.17523809523809525,0.3619047619047619,0.6271626832342774,3.6190476190476186,0.36190476190476184,5.52536894090616,1.9488487157725336,0.43554514535967453,0.05906585790850245,0.16231894925150428,0.48674481315575835,1.6231894925150427,11.0,,,,,,,,
M2_osm,buffered_spatial_cv,1,estafa,7912.0,0.1429538937858809,0.11596225616762133,0.2821917808219178,0.4136986301369863,0.691903486441671,4.136986301369863,0.41369863013698627,87.51181220192566,1.9730711750001593,1.760201767449321,0.16594813087691504,0.1479606956491675,0.5675227965274149,1.4796069564916747,11.0,,,,,,,,
M2_osm,buffered_spatial_cv,1,violencia_familiar_sexual,8337.0,0.2984083653776267,0.24696457672907882,0.3006682988155892,0.47191159928538345,0.857690237118003,4.719115992853834,0.7208409136850616,11.724540495355585,1.7994943479958172,1.6238383860907266,0.23252197424978407,0.19271991617933246,0.7404294038547046,1.9271991617933244,11.0,,,,,,,,
M2_osm,buffered_spatial_cv,1,secuestro,7873.0,0.045184296028003466,0.03707340884092084,0.2692307692307692,0.5,0.3621705739579035,5.0,0.5,5.608103795990152,1.9970778552568778,0.10895055612481645,0.03431743984506409,0.11282467532467533,0.23387276422221398,1.1282467532467533,10.0,,,,,,,,
M2_osm,buffered_spatial_cv,1,__macro__,,,,,,,,,,,,,,,,,0.1667828372213547,0.03431743984506409,0.1616653187335655,0.11282467532467533,0.5549564796847127,0.23387276422221398,1.6166531873356547,1.1282467532467533
M4_temporal,buffered_spatial_cv,1,robo_hurto_callejero,8513.0,0.6633592119081431,0.5330523383944366,0.232305727836556,0.39023166727471725,0.7998070748884946,3.9023166727471725,0.5960158807550324,3.8473439367122255,1.6995312685033568,1.1415550405272643,0.37442478193495937,0.2158456977881963,0.7673081547275519,2.1584569778819627,11.0,,,,,,,,
M4_temporal,buffered_spatial_cv,1,extorsion,7881.0,0.1429275915454258,0.13104314390659502,0.1580952380952381,0.2571428571428571,0.6123743719623704,2.571428571428571,0.2571428571428571,5.6814876360334035,1.9476033057454185,0.4380610476149617,0.04580203850601295,0.11916117032191478,0.4703641214854585,1.191611703219148,11.0,,,,,,,,
