ubigeo,categoria,anio,observado,r_hat,r_ic_low,r_ic_high,r_scope,latente,latente_ic_low,latente_ic_high,factor_subrep,latente_rate_100k,inestable
150141,violencia_familiar_sexual,2024,604,0.0921,0.0452,0.1533,panel,6558.1,3940.0,13362.8,10.9,6295.5,0
150142,estafa,2018,69,0.0087,0.0005,0.0277,panel,7931.0,2491.0,138000.0,114.9,1909.3,1
150142,estafa,2019,104,0.0087,0.0005,0.0277,panel,11954.0,3754.5,208000.0,114.9,2844.3,1
150142,estafa,2020,122,0.0087,0.0005,0.0277,panel,14023.0,4404.3,244000.0,114.9,3308.2,1
150142,estafa,2021,194,0.0087,0.0005,0.0277,panel,22298.9,7003.6,388000.0,114.9,5206.7,1
150142,estafa,2022,345,0.0087,0.0005,0.0277,panel,39655.2,12454.9,690000.0,114.9,9175.8,1
150142,estafa,2023,509,0.0087,0.0005,0.0277,panel,58505.7,18375.5,1018000.0,114.9,13428.2,1
150142,estafa,2024,512,0.0087,0.0005,0.0277,panel,58850.6,18483.8,1024000.0,114.9,13405.2,1
150142,extorsion,2018,18,0.3232,0.0497,0.7035,panel,55.7,25.6,362.2,3.1,13.4,0
150142,extorsion,2019,18,0.3232,0.0497,0.7035,panel,55.7,25.6,362.2,3.1,13.3,0
150142,extorsion,2020,27,0.3232,0.0497,0.7035,panel,83.5,38.4,543.3,3.1,19.7,0
150142,extorsion,2021,43,0.3232,0.0497,0.7035,panel,133.0,61.1,865.2,3.1,31.1,0
150142,extorsion,2022,386,0.3232,0.0497,0.7035,panel,1194.3,548.7,7766.6,3.1,276.4,0
150142,extorsion,2023,512,0.3232,0.0497,0.7035,panel,1584.2,727.8,10301.8,3.1,363.6,0
150142,extorsion,2024,383,0.3232,0.0497,0.7035,panel,1185.0,544.4,7706.2,3.1,269.9,0
150142,robo_hurto_callejero,2018,4169,0.2143,0.1716,0.2603,panel,19454.0,16016.1,24294.9,4.7,4683.3,0
150142,robo_hurto_callejero,2019,3918,0.2143,0.1716,0.2603,panel,18282.8,15051.9,22832.2,4.7,4350.2,0
150142,robo_hurto_callejero,2020,1775,0.2143,0.1716,0.2603,panel,8282.8,6819.1,10343.8,4.7,1954.0,0
150142,robo_hurto_callejero,2021,1899,0.2143,0.1716,0.2603,panel,8861.4,7295.4,11066.4,4.7,2069.1,0
150142,robo_hurto_callejero,2022,3302,0.2143,0.1716,0.2603,panel,15408.3,12685.4,19242.4,4.7,3565.3,0
150142,robo_hurto_callejero,2023,6577,0.2143,0.1716,0.2603,panel,30690.6,25267.0,38327.5,4.7,7044.1,0
150142,robo_hurto_callejero,2024,4524,0.2143,0.1716,0.2603,panel,21110.6,17379.9,26363.6,4.7,4808.6,0
150142,secuestro,2018,11,0.0889,0.0,0.4858,panel,123.7,22.6,,11.2,29.8,0
150142,secuestro,2019,14,0.0889,0.0,0.4858,panel,157.5,28.8,,11.2,37.5,0
150142,secuestro,2020,7,0.0889,0.0,0.4858,panel,78.7,14.4,,11.2,18.6,0
150142,secuestro,2021,9,0.0889,0.0,0.4858,panel,101.2,18.5,,11.2,23.6,0
150142,secuestro,2022,21,0.0889,0.0,0.4858,panel,236.2,43.2,,11.2,54.7,0
150142,secuestro,2023,17,0.0889,0.0,0.4858,panel,191.2,35.0,,11.2,43.9,0
150142,secuestro,2024,22,0.0889,0.0,0.4858,panel,247.5,45.3,,11.2,56.4,0
150142,violencia_familiar_sexual,2018,3448,0.0755,0.0369,0.1263,panel,45668.9,27300.1,93441.7,13.2,10994.2,0
150142,violencia_familiar_sexual,2019,4615,0.0755,0.0369,0.1263,panel,61125.8,36540.0,125067.8,13.2,14544.1,0
150142,violencia_familiar_sexual,2020,4129,0.0755,0.0369,0.1263,panel,54688.7,32692.0,111897.0,13.2,12901.7,0
150142,violencia_familiar_sexual,2021,3296,0.0755,0.0369,0.1263,panel,43655.6,26096.6,89322.5,13.2,10193.3,0
150142,violencia_familiar_sexual,2022,3319,0.0755,0.0369,0.1263,panel,43960.3,26278.7,89945.8,13.2,10172.0,0
150142,violencia_familiar_sexual,2023,3688,0.0755,0.0369,0.1263,panel,48847.7,29200.3,99945.8,13.2,11211.5,0
150142,violencia_familiar_sexual,2024,3657,0.0755,0.0369,0.1263,panel,48437.1,28954.9,99105.7,13.2,11033.2,0
150143,estafa,2018,102,0.0173,0.0026,0.0453,panel,5896.0,2251.7,39230.8,57.8,1382.7,1
150143,estafa,2019,152,0.0173,0.0026,0.0453,panel,8786.1,3355.4,58461.5,57.8,2029.9,1
150143,estafa,2020,144,0.0173,0.0026,0.0453,panel,8323.7,3178.8,55384.6,57.8,1900.4,1
150143,estafa,2021,213,0.0173,0.0026,0.0453,panel,12312.1,4702.0,81923.1,57.8,2775.0,1
150143,estafa,2022,335,0.0173,0.0026,0.0453,panel,19364.2,7395.1,128846.2,57.8,4314.9,1
150143,estafa,2023,486,0.0173,0.0026,0.0453,panel,28092.5,10728.5,186923.1,57.8,6195.8,1
150143,estafa,2024,522,0.0173,0.0026,0.0453,panel,30173.4,11523.2,200769.2,57.8,6590.9,1
150143,extorsion,2018,27,0.1308,0.0028,0.4411,panel,206.4,61.2,9642.9,7.6,48.4,0
150143,extorsion,2019,54,0.1308,0.0028,0.4411,panel,412.8,122.4,19285.7,7.6,95.4,0
150143,extorsion,2020,30,0.1308,0.0028,0.4411,panel,229.4,68.0,10714.3,7.6,52.4,0
150143,extorsion,2021,51,0.1308,0.0028,0.4411,panel,389.9,115.6,18214.3,7.6,87.9,0
150143,extorsion,2022,316,0.1308,0.0028,0.4411,panel,2415.9,716.4,112857.1,7.6,538.3,0
150143,extorsion,2023,375,0.1308,0.0028,0.4411,panel,2867.0,850.1,133928.6,7.6,632.3,0
150143,extorsion,2024,292,0.1308,0.0028,0.4411,panel,2232.4,662.0,104285.7,7.6,487.6,0
150143,robo_hurto_callejero,2018,5452,0.2253,0.1707,0.2849,panel,24198.8,19136.5,31939.1,4.4,5675.2,0
150143,robo_hurto_callejero,2019,5949,0.2253,0.1707,0.2849,panel,26404.8,20881.0,34850.6,4.4,6100.4,0
150143,robo_hurto_callejero,2020,2869,0.2253,0.1707,0.2849,panel,12734.1,10070.2,16807.3,4.4,2907.4,0
150143,robo_hurto_callejero,2021,3614,0.2253,0.1707,0.2849,panel,16040.8,12685.2,21171.6,4.4,3615.3,0
150143,robo_hurto_callejero,2022,4430,0.2253,0.1707,0.2849,panel,19662.7,15549.3,25952.0,4.4,4381.4,0
150143,robo_hurto_callejero,2023,6870,0.2253,0.1707,0.2849,panel,30492.7,24113.7,40246.0,4.4,6725.1,0
150143,robo_hurto_callejero,2024,5680,0.2253,0.1707,0.2849,panel,25210.8,19936.8,33274.8,4.4,5506.9,0
150143,secuestro,2018,14,0.1774,0.0,0.8035,panel,78.9,17.4,,5.6,18.5,0
150143,secuestro,2019,19,0.1774,0.0,0.8035,panel,107.1,23.6,,5.6,24.7,0
150143,secuestro,2020,9,0.1774,0.0,0.8035,panel,50.7,11.2,,5.6,11.6,0
150143,secuestro,2021,19,0.1774,0.0,0.8035,panel,107.1,23.6,,5.6,24.1,0
150143,secuestro,2022,20,0.1774,0.0,0.8035,panel,112.7,24.9,,5.6,25.1,0
150143,secuestro,2023,20,0.1774,0.0,0.8035,panel,112.7,24.9,,5.6,24.9,0
150143,secuestro,2024,17,0.1774,0.0,0.8035,panel,95.8,21.2,,5.6,20.9,0
150143,violencia_familiar_sexual,2018,3673,0.0965,0.0506,0.155,panel,38062.2,23696.8,72588.9,10.4,8926.4,0
150143,violencia_familiar_sexual,2019,4601,0.0965,0.0506,0.155,panel,47678.8,29683.9,90928.9,10.4,11015.5,0
150143,violencia_familiar_sexual,2020,3939,0.0965,0.0506,0.155,panel,40818.7,25412.9,77845.8,10.4,9319.5,0
150143,violencia_familiar_sexual,2021,3823,0.0965,0.0506,0.155,panel,39616.6,24664.5,75553.4,10.4,8928.9,0
150143,violencia_familiar_sexual,2022,4290,0.0965,0.0506,0.155,panel,44456.0,27677.4,84782.6,10.4,9906.1,0
150143,violencia_familiar_sexual,2023,4731,0.0965,0.0506,0.155,panel,49025.9,30522.6,93498.0,10.4,10812.6,0
150143,violencia_familiar_sexual,2024,4578,0.0965,0.0506,0.155,panel,47440.4,29535.5,90474.3,10.4,10362.6,0
