ubigeo,categoria,anio,observado,r_hat,r_ic_low,r_ic_high,r_scope,latente,latente_ic_low,latente_ic_high,factor_subrep,latente_rate_100k,inestable
150101,estafa,2018,373,0.012,0.0022,0.0298,panel,31083.3,12516.8,169545.5,83.3,11456.2,1
150101,estafa,2019,651,0.012,0.0022,0.0298,panel,54250.0,21845.6,295909.1,83.3,20109.8,1
150101,estafa,2020,817,0.012,0.0022,0.0298,panel,68083.3,27416.1,371363.6,83.3,25463.2,1
150101,estafa,2021,1064,0.012,0.0022,0.0298,panel,88666.7,35704.7,483636.4,83.3,33183.8,1
150101,estafa,2022,1356,0.012,0.0022,0.0298,panel,113000.0,45503.4,616363.6,83.3,42340.0,1
150101,estafa,2023,1484,0.012,0.0022,0.0298,panel,123666.7,49798.7,674545.5,83.3,46409.7,1
150101,estafa,2024,1743,0.012,0.0022,0.0298,panel,145250.0,58489.9,792272.7,83.3,54607.1,1
150101,extorsion,2018,47,0.2283,0.0291,0.5512,panel,205.9,85.3,1615.1,4.4,75.9,0
150101,extorsion,2019,83,0.2283,0.0291,0.5512,panel,363.6,150.6,2852.2,4.4,134.8,0
150101,extorsion,2020,78,0.2283,0.0291,0.5512,panel,341.7,141.5,2680.4,4.4,127.8,0
150101,extorsion,2021,117,0.2283,0.0291,0.5512,panel,512.5,212.3,4020.6,4.4,191.8,0
150101,extorsion,2022,644,0.2283,0.0291,0.5512,panel,2820.8,1168.4,22130.6,4.4,1056.9,0
150101,extorsion,2023,1105,0.2283,0.0291,0.5512,panel,4840.1,2004.7,37972.5,4.4,1816.4,0
150101,extorsion,2024,896,0.2283,0.0291,0.5512,panel,3924.7,1625.5,30790.4,4.4,1475.5,0
150101,robo_hurto_callejero,2018,11854,0.2058,0.171,0.2428,panel,57599.6,48822.1,69321.6,4.9,21229.1,0
150101,robo_hurto_callejero,2019,10618,0.2058,0.171,0.2428,panel,51593.8,43731.5,62093.6,4.9,19125.2,0
150101,robo_hurto_callejero,2020,6066,0.2058,0.171,0.2428,panel,29475.2,24983.5,35473.7,4.9,11023.8,0
150101,robo_hurto_callejero,2021,8345,0.2058,0.171,0.2428,panel,40549.1,34369.9,48801.2,4.9,15175.6,0
150101,robo_hurto_callejero,2022,10453,0.2058,0.171,0.2428,panel,50792.0,43051.9,61128.7,4.9,19031.3,0
150101,robo_hurto_callejero,2023,15800,0.2058,0.171,0.2428,panel,76773.6,65074.1,92397.7,4.9,28811.7,0
150101,robo_hurto_callejero,2024,16238,0.2058,0.171,0.2428,panel,78901.8,66878.1,94959.1,4.9,29663.4,0
150101,secuestro,2018,23,0.0856,0.0,0.4706,panel,268.7,48.9,,11.7,99.0,0
150101,secuestro,2019,18,0.0856,0.0,0.4706,panel,210.3,38.2,,11.7,77.9,0
150101,secuestro,2020,25,0.0856,0.0,0.4706,panel,292.1,53.1,,11.7,109.2,0
150101,secuestro,2021,31,0.0856,0.0,0.4706,panel,362.1,65.9,,11.7,135.5,0
150101,secuestro,2022,37,0.0856,0.0,0.4706,panel,432.2,78.6,,11.7,162.0,0
150101,secuestro,2023,40,0.0856,0.0,0.4706,panel,467.3,85.0,,11.7,175.4,0
150101,secuestro,2024,49,0.0856,0.0,0.4706,panel,572.4,104.1,,11.7,215.2,0
150101,violencia_familiar_sexual,2018,5701,0.0974,0.0575,0.1463,panel,58531.8,38967.9,99147.8,10.3,21572.7,0
150101,violencia_familiar_sexual,2019,5596,0.0974,0.0575,0.1463,panel,57453.8,38250.2,97321.7,10.3,21297.4,0
150101,violencia_familiar_sexual,2020,5773,0.0974,0.0575,0.1463,panel,59271.0,39460.0,100400.0,10.3,22167.4,0
150101,violencia_familiar_sexual,2021,7556,0.0974,0.0575,0.1463,panel,77577.0,51647.3,131408.7,10.3,29033.4,0
150101,violencia_familiar_sexual,2022,6995,0.0974,0.0575,0.1463,panel,71817.2,47812.7,121652.2,10.3,26909.2,0
150101,violencia_familiar_sexual,2023,5970,0.0974,0.0575,0.1463,panel,61293.6,40806.6,103826.1,10.3,23002.3,0
150101,violencia_familiar_sexual,2024,5333,0.0974,0.0575,0.1463,panel,54753.6,36452.5,92747.8,10.3,20584.8,0
150102,estafa,2018,8,0.0132,0.0008,0.0421,panel,606.1,190.0,10000.0,75.8,862.2,1
150102,estafa,2019,10,0.0132,0.0008,0.0421,panel,757.6,237.5,12500.0,75.8,992.1,1
150102,estafa,2020,7,0.0132,0.0008,0.0421,panel,530.3,166.3,8750.0,75.8,641.4,1
150102,estafa,2021,21,0.0132,0.0008,0.0421,panel,1590.9,498.8,26250.0,75.8,1826.7,1
150102,estafa,2022,32,0.0132,0.0008,0.0421,panel,2424.2,760.1,40000.0,75.8,2650.1,1
150102,estafa,2023,43,0.0132,0.0008,0.0421,panel,3257.6,1021.4,53750.0,75.8,3398.9,1
150102,estafa,2024,58,0.0132,0.0008,0.0421,panel,4393.9,1377.7,72500.0,75.8,4385.4,1
150102,extorsion,2018,1,0.1833,0.0042,0.5811,panel,5.5,1.7,238.1,5.5,7.8,0
150102,extorsion,2019,3,0.1833,0.0042,0.5811,panel,16.4,5.2,714.3,5.5,21.4,0
150102,extorsion,2020,1,0.1833,0.0042,0.5811,panel,5.5,1.7,238.1,5.5,6.6,0
150102,extorsion,2021,7,0.1833,0.0042,0.5811,panel,38.2,12.0,1666.7,5.5,43.8,0
150102,extorsion,2022,36,0.1833,0.0042,0.5811,panel,196.4,62.0,8571.4,5.5,214.7,0
150102,extorsion,2023,77,0.1833,0.0042,0.5811,panel,420.1,132.5,18333.3,5.5,438.3,0
150102,extorsion,2024,52,0.1833,0.0042,0.5811,panel,283.7,89.5,12381.0,5.5,283.1,0
150102,robo_hurto_callejero,2018,402,0.2232,0.1535,0.3018,panel,1801.1,1332.0,2618.9,4.5,2562.2,0
150102,robo_hurto_callejero,2019,453,0.2232,0.1535,0.3018,panel,2029.6,1501.0,2951.1,4.5,2658.0,0
150102,robo_hurto_callejero,2020,440,0.2232,0.1535,0.3018,panel,1971.3,1457.9,2866.4,4.5,2384.4,0
150102,robo_hurto_callejero,2021,392,0.2232,0.1535,0.3018,panel,1756.3,1298.9,2553.7,4.5,2016.6,0
150102,robo_hurto_callejero,2022,540,0.2232,0.1535,0.3018,panel,2419.4,1789.3,3517.9,4.5,2644.7,0
150102,robo_hurto_callejero,2023,742,0.2232,0.1535,0.3018,panel,3324.4,2458.6,4833.9,4.5,3468.6,0
150102,robo_hurto_callejero,2024,637,0.2232,0.1535,0.3018,panel,2853.9,2110.7,4149.8,4.5,2848.4,0
150102,secuestro,2019,4,0.1139,0.0,0.5942,panel,35.1,6.7,,8.8,46.0,0
150102,secuestro,2020,4,0.1139,0.0,0.5942,panel,35.1,6.7,,8.8,42.5,0
150102,secuestro,2022,2,0.1139,0.0,0.5942,panel,17.6,3.4,,8.8,19.2,0
150102,secuestro,2023,2,0.1139,0.0,0.5942,panel,17.6,3.4,,8.8,18.3,0
150102,secuestro,2024,2,0.1139,0.0,0.5942,panel,17.6,3.4,,8.8,17.5,0
150102,violencia_familiar_sexual,2018,677,0.0876,0.0416,0.1484,panel,7728.3,4562.0,16274.0,11.4,10994.3,0
150102,violencia_familiar_sexual,2019,625,0.0876,0.0416,0.1484,panel,7134.7,4211.6,15024.0,11.4,9343.9,0
150102,violencia_familiar_sexual,2020,395,0.0876,0.0416,0.1484,panel,4509.1,2661.7,9495.2,11.4,5453.9,0
150102,violencia_familiar_sexual,2021,524,0.0876,0.0416,0.1484,panel,5981.7,3531.0,12596.2,11.4,6868.4,0
150102,violencia_familiar_sexual,2022,497,0.0876,0.0416,0.1484,panel,5673.5,3349.1,11947.1,11.4,6202.1,0
150102,violencia_familiar_sexual,2023,539,0.0876,0.0416,0.1484,panel,6153.0,3632.1,12956.7,11.4,6420.0,0
150102,violencia_familiar_sexual,2024,465,0.0876,0.0416,0.1484,panel,5308.2,3133.4,11177.9,11.4,5297.9,0
150103,estafa,2018,135,0.0122,0.002,0.0313,panel,11065.6,4313.1,67500.0,82.0,1746.8,1
150103,estafa,2019,146,0.0122,0.002,0.0313,panel,11967.2,4664.5,73000.0,82.0,1832.9,1
150103,estafa,2020,135,0.0122,0.002,0.0313,panel,11065.6,4313.1,67500.0,82.0,1649.6,1
150103,estafa,2021,208,0.0122,0.002,0.0313,panel,17049.2,6645.4,104000.0,82.0,2479.5,1
150103,estafa,2022,395,0.0122,0.002,0.0313,panel,32377.0,12619.8,197500.0,82.0,4606.8,1
150103,estafa,2023,415,0.0122,0.002,0.0313,panel,34016.4,13258.8,207500.0,82.0,4745.2,1
150103,estafa,2024,585,0.0122,0.002,0.0313,panel,47950.8,18690.1,292500.0,82.0,6566.3,1
150103,extorsion,2018,38,0.3832,0.1031,0.7185,panel,99.2,52.9,368.6,2.6,15.7,0
150103,extorsion,2019,35,0.3832,0.1031,0.7185,panel,91.3,48.7,339.5,2.6,14.0,0
150103,extorsion,2020,20,0.3832,0.1031,0.7185,panel,52.2,27.8,194.0,2.6,7.8,0
150103,extorsion,2021,58,0.3832,0.1031,0.7185,panel,151.4,80.7,562.6,2.6,22.0,0
150103,extorsion,2022,338,0.3832,0.1031,0.7185,panel,882.0,470.4,3278.4,2.6,125.5,0
150103,extorsion,2023,402,0.3832,0.1031,0.7185,panel,1049.1,559.5,3899.1,2.6,146.3,0
150103,extorsion,2024,394,0.3832,0.1031,0.7185,panel,1028.2,548.4,3821.5,2.6,140.8,0
150103,robo_hurto_callejero,2018,4969,0.1934,0.1579,0.2316,panel,25692.9,21455.1,31469.3,5.2,4055.9,0
150103,robo_hurto_callejero,2019,5142,0.1934,0.1579,0.2316,panel,26587.4,22202.1,32564.9,5.2,4072.2,0
150103,robo_hurto_callejero,2020,2726,0.1934,0.1579,0.2316,panel,14095.1,11770.3,17264.1,5.2,2101.2,0
150103,robo_hurto_callejero,2021,3428,0.1934,0.1579,0.2316,panel,17724.9,14801.4,21709.9,5.2,2577.7,0
150103,robo_hurto_callejero,2022,3866,0.1934,0.1579,0.2316,panel,19989.7,16692.6,24483.9,5.2,2844.2,0
150103,robo_hurto_callejero,2023,7744,0.1934,0.1579,0.2316,panel,40041.4,33437.0,49043.7,5.2,5585.7,0
150103,robo_hurto_callejero,2024,7429,0.1934,0.1579,0.2316,panel,38412.6,32076.9,47048.8,5.2,5260.2,0
150103,secuestro,2018,19,0.0688,0.0,0.3886,panel,276.2,48.9,,14.5,43.6,0
150103,secuestro,2019,21,0.0688,0.0,0.3886,panel,305.2,54.0,,14.5,46.8,0
150103,secuestro,2020,9,0.0688,0.0,0.3886,panel,130.8,23.2,,14.5,19.5,0
150103,secuestro,2021,19,0.0688,0.0,0.3886,panel,276.2,48.9,,14.5,40.2,0
150103,secuestro,2022,13,0.0688,0.0,0.3886,panel,189.0,33.5,,14.5,26.9,0
150103,secuestro,2023,25,0.0688,0.0,0.3886,panel,363.4,64.3,,14.5,50.7,0
150103,secuestro,2024,13,0.0688,0.0,0.3886,panel,189.0,33.5,,14.5,25.9,0
150103,violencia_familiar_sexual,2018,6522,0.0729,0.0364,0.1208,panel,89465.0,53990.1,179175.8,13.7,14123.0,0
150103,violencia_familiar_sexual,2019,6386,0.0729,0.0364,0.1208,panel,87599.5,52864.2,175439.6,13.7,13417.0,0
150103,violencia_familiar_sexual,2020,4821,0.0729,0.0364,0.1208,panel,66131.7,39908.9,132445.1,13.7,9858.4,0
150103,violencia_familiar_sexual,2021,4739,0.0729,0.0364,0.1208,panel,65006.9,39230.1,130192.3,13.7,9454.0,0
150103,violencia_familiar_sexual,2022,5419,0.0729,0.0364,0.1208,panel,74334.7,44859.3,148873.6,13.7,10576.7,0
150103,violencia_familiar_sexual,2023,5774,0.0729,0.0364,0.1208,panel,79204.4,47798.0,158626.4,13.7,11048.8,0
150103,violencia_familiar_sexual,2024,5085,0.0729,0.0364,0.1208,panel,69753.1,42094.4,139697.8,13.7,9551.9,0
150104,estafa,2018,33,0.0137,0.0008,0.0437,panel,2408.8,755.1,41250.0,73.0,6791.6,1
150104,estafa,2019,46,0.0137,0.0008,0.0437,panel,3357.7,1052.6,57500.0,73.0,9393.4,1
150104,estafa,2020,23,0.0137,0.0008,0.0437,panel,1678.8,526.3,28750.0,73.0,4674.5,1
150104,estafa,2021,59,0.0137,0.0008,0.0437,panel,4306.6,1350.1,73750.0,73.0,11896.6,1
150104,estafa,2022,85,0.0137,0.0008,0.0437,panel,6204.4,1945.1,106250.0,73.0,17013.7,1
150104,estafa,2023,90,0.0137,0.0008,0.0437,panel,6569.3,2059.5,112500.0,73.0,17889.9,1
150104,estafa,2024,165,0.0137,0.0008,0.0437,panel,12043.8,3775.7,206250.0,73.0,32579.0,1
150104,extorsion,2018,3,0.1833,0.0042,0.5811,panel,16.4,5.2,714.3,5.5,46.1,0
150104,extorsion,2019,6,0.1833,0.0042,0.5811,panel,32.7,10.3,1428.6,5.5,91.6,0
150104,extorsion,2020,2,0.1833,0.0042,0.5811,panel,10.9,3.4,476.2,5.5,30.4,0
150104,extorsion,2021,5,0.1833,0.0042,0.5811,panel,27.3,8.6,1190.5,5.5,75.4,0
150104,extorsion,2022,49,0.1833,0.0042,0.5811,panel,267.3,84.3,11666.7,5.5,733.0,0
150104,extorsion,2023,74,0.1833,0.0042,0.5811,panel,403.7,127.3,17619.0,5.5,1099.4,0
150104,extorsion,2024,47,0.1833,0.0042,0.5811,panel,256.4,80.9,11190.5,5.5,693.6,0
150104,robo_hurto_callejero,2018,1445,0.229,0.1589,0.3077,panel,6310.0,4696.1,9093.8,4.4,17791.3,0
150104,robo_hurto_callejero,2019,1591,0.229,0.1589,0.3077,panel,6947.6,5170.6,10012.6,4.4,19436.6,0
150104,robo_hurto_callejero,2020,283,0.229,0.1589,0.3077,panel,1235.8,919.7,1781.0,4.4,3440.9,0
150104,robo_hurto_callejero,2021,471,0.229,0.1589,0.3077,panel,2056.8,1530.7,2964.1,4.4,5681.7,0
150104,robo_hurto_callejero,2022,1074,0.229,0.1589,0.3077,panel,4690.0,3490.4,6759.0,4.4,12860.8,0
150104,robo_hurto_callejero,2023,1628,0.229,0.1589,0.3077,panel,7109.2,5290.9,10245.4,4.4,19360.0,0
150104,robo_hurto_callejero,2024,1547,0.229,0.1589,0.3077,panel,6755.5,5027.6,9735.7,4.4,18273.8,0
150104,secuestro,2018,2,0.1774,0.0,0.8035,panel,11.3,2.5,,5.6,31.8,0
150104,secuestro,2019,3,0.1774,0.0,0.8035,panel,16.9,3.7,,5.6,47.3,0
150104,secuestro,2020,1,0.1774,0.0,0.8035,panel,5.6,1.2,,5.6,15.7,0
150104,secuestro,2022,3,0.1774,0.0,0.8035,panel,16.9,3.7,,5.6,46.4,0
150104,secuestro,2023,6,0.1774,0.0,0.8035,panel,33.8,7.5,,5.6,92.1,0
150104,secuestro,2024,5,0.1774,0.0,0.8035,panel,28.2,6.2,,5.6,76.2,0
150104,violencia_familiar_sexual,2018,413,0.0901,0.0429,0.1525,panel,4583.8,2708.2,9627.0,11.1,12924.1,0
150104,violencia_familiar_sexual,2019,401,0.0901,0.0429,0.1525,panel,4450.6,2629.5,9347.3,11.1,12451.0,0
150104,violencia_familiar_sexual,2020,313,0.0901,0.0429,0.1525,panel,3473.9,2052.5,7296.0,11.1,9672.6,0
150104,violencia_familiar_sexual,2021,282,0.0901,0.0429,0.1525,panel,3129.9,1849.2,6573.4,11.1,8646.0,0
150104,violencia_familiar_sexual,2022,332,0.0901,0.0429,0.1525,panel,3684.8,2177.0,7738.9,11.1,10104.5,0
150104,violencia_familiar_sexual,2023,398,0.0901,0.0429,0.1525,panel,4417.3,2609.8,9277.4,11.1,12029.4,0
150104,violencia_familiar_sexual,2024,443,0.0901,0.0429,0.1525,panel,4916.8,2904.9,10326.3,11.1,13300.0,0
150105,estafa,2018,71,0.0197,0.0028,0.0522,panel,3604.1,1360.2,25357.1,50.8,3964.0,1
150105,estafa,2019,105,0.0197,0.0028,0.0522,panel,5329.9,2011.5,37500.0,50.8,5783.8,1
150105,estafa,2020,106,0.0197,0.0028,0.0522,panel,5380.7,2030.7,37857.1,50.8,5778.8,1
150105,estafa,2021,151,0.0197,0.0028,0.0522,panel,7665.0,2892.7,53928.6,50.8,8136.1,1
150105,estafa,2022,175,0.0197,0.0028,0.0522,panel,8883.2,3352.5,62500.0,50.8,9332.4,1
150105,estafa,2023,204,0.0197,0.0028,0.0522,panel,10355.3,3908.0,72857.1,50.8,10778.3,1
150105,estafa,2024,279,0.0197,0.0028,0.0522,panel,14162.4,5344.8,99642.9,50.8,14613.1,1
150105,extorsion,2018,6,0.1833,0.0042,0.5811,panel,32.7,10.3,1428.6,5.5,36.0,0
150105,extorsion,2019,11,0.1833,0.0042,0.5811,panel,60.0,18.9,2619.0,5.5,65.1,0
150105,extorsion,2020,9,0.1833,0.0042,0.5811,panel,49.1,15.5,2142.9,5.5,52.7,0
150105,extorsion,2021,20,0.1833,0.0042,0.5811,panel,109.1,34.4,4761.9,5.5,115.8,0
150105,extorsion,2022,94,0.1833,0.0042,0.5811,panel,512.8,161.8,22381.0,5.5,538.8,0
150105,extorsion,2023,87,0.1833,0.0042,0.5811,panel,474.6,149.7,20714.3,5.5,494.0,0
150105,extorsion,2024,53,0.1833,0.0042,0.5811,panel,289.1,91.2,12619.0,5.5,298.3,0
150105,robo_hurto_callejero,2018,1975,0.2383,0.1713,0.3126,panel,8287.9,6318.0,11529.5,4.2,9115.6,0
150105,robo_hurto_callejero,2019,1871,0.2383,0.1713,0.3126,panel,7851.4,5985.3,10922.4,4.2,8520.0,0
150105,robo_hurto_callejero,2020,1024,0.2383,0.1713,0.3126,panel,4297.1,3275.8,5977.8,4.2,4615.0,0
150105,robo_hurto_callejero,2021,1393,0.2383,0.1713,0.3126,panel,5845.6,4456.2,8131.9,4.2,6204.9,0
150105,robo_hurto_callejero,2022,1464,0.2383,0.1713,0.3126,panel,6143.5,4683.3,8546.4,4.2,6454.2,0
150105,robo_hurto_callejero,2023,2780,0.2383,0.1713,0.3126,panel,11666.0,8893.2,16228.8,4.2,12142.4,0
150105,robo_hurto_callejero,2024,2397,0.2383,0.1713,0.3126,panel,10058.7,7667.9,13993.0,4.2,10378.8,0
150105,secuestro,2018,3,0.1774,0.0,0.8035,panel,16.9,3.7,,5.6,18.6,0
150105,secuestro,2019,7,0.1774,0.0,0.8035,panel,39.5,8.7,,5.6,42.8,0
150105,secuestro,2020,9,0.1774,0.0,0.8035,panel,50.7,11.2,,5.6,54.5,0
150105,secuestro,2021,2,0.1774,0.0,0.8035,panel,11.3,2.5,,5.6,12.0,0
150105,secuestro,2022,3,0.1774,0.0,0.8035,panel,16.9,3.7,,5.6,17.8,0
150105,secuestro,2023,4,0.1774,0.0,0.8035,panel,22.5,5.0,,5.6,23.5,0
150105,secuestro,2024,1,0.1774,0.0,0.8035,panel,5.6,1.2,,5.6,5.8,0
150105,violencia_familiar_sexual,2018,1025,0.0932,0.0465,0.1538,panel,10997.9,6664.5,22043.0,10.7,12096.2,0
150105,violencia_familiar_sexual,2019,957,0.0932,0.0465,0.1538,panel,10268.2,6222.4,20580.6,10.7,11142.6,0
150105,violencia_familiar_sexual,2020,1076,0.0932,0.0465,0.1538,panel,11545.1,6996.1,23139.8,10.7,12399.2,0
150105,violencia_familiar_sexual,2021,937,0.0932,0.0465,0.1538,panel,10053.6,6092.3,20150.5,10.7,10671.6,0
150105,violencia_familiar_sexual,2022,1075,0.0932,0.0465,0.1538,panel,11534.3,6989.6,23118.3,10.7,12117.6,0
150105,violencia_familiar_sexual,2023,1052,0.0932,0.0465,0.1538,panel,11287.6,6840.1,22623.7,10.7,11748.6,0
150105,violencia_familiar_sexual,2024,1001,0.0932,0.0465,0.1538,panel,10740.3,6508.5,21526.9,10.7,11082.1,0
150106,estafa,2018,30,0.0179,0.003,0.0458,panel,1676.0,655.0,10000.0,55.9,464.0,1
150106,estafa,2019,93,0.0179,0.003,0.0458,panel,5195.5,2030.6,31000.0,55.9,1364.1,1
150106,estafa,2020,109,0.0179,0.003,0.0458,panel,6089.4,2379.9,36333.3,55.9,1520.8,1
150106,estafa,2021,161,0.0179,0.003,0.0458,panel,8994.4,3515.3,53666.7,55.9,2181.9,1
150106,estafa,2022,225,0.0179,0.003,0.0458,panel,12569.8,4912.7,75000.0,55.9,2965.3,1
150106,estafa,2023,293,0.0179,0.003,0.0458,panel,16368.7,6397.4,97666.7,55.9,3759.3,1
150106,estafa,2024,442,0.0179,0.003,0.0458,panel,24692.7,9650.7,147333.3,55.9,5525.6,1
150106,extorsion,2018,14,0.0969,0.002,0.3388,panel,144.5,41.3,7000.0,10.3,40.0,0
150106,extorsion,2019,19,0.0969,0.002,0.3388,panel,196.1,56.1,9500.0,10.3,51.5,0
150106,extorsion,2020,22,0.0969,0.002,0.3388,panel,227.0,64.9,11000.0,10.3,56.7,0
150106,extorsion,2021,65,0.0969,0.002,0.3388,panel,670.8,191.9,32500.0,10.3,162.7,0
150106,extorsion,2022,235,0.0969,0.002,0.3388,panel,2425.2,693.6,117500.0,10.3,572.1,0
